Paired evolution matrix comparison
Baseline: review10-v8-accessible-capability-30y-20260820 (3 runs)
Candidate: review10-v9-public-record-20260820 (6 runs)
Matched by seed+years+repeat: 3; unmatched B/C: 0/3
Configuration: matched
Civilization index: declared-same; Both artifacts declare the same civilization-index formula version.

30 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 7/7.33; C 5/6; paired Δ med/mean -3/-1.33 (3 pairs)
  interruptChildrenAbandoned: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsResumed: B med/mean 532/532.67; C 604/730.67; paired Δ med/mean +90/+198 (3 pairs)
  interruptReturnsParentCompleted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentBlocked: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentUnavailable: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptUnresolvedTerminalChildren: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptChildrenWithProjectId: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  orphanSuspendedProjectIntents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnLatencyMeanMonths: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnLatencyMaxMonths: B med/mean 0/0; C 1/1.33; paired Δ med/mean +1/+1.33 (3 pairs)
  interruptResumedParentsWithSubsequentAction: B med/mean 228/304.33; C 439/478.67; paired Δ med/mean +211/+174.33 (3 pairs)
  interruptResumedParentsWithoutSubsequentAction: B med/mean 304/228.33; C 165/252; paired Δ med/mean -139/+23.67 (3 pairs)
  interruptImmediateSameProjectReplacements: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  completedActions: B med/mean 3009/2802; C 2550/2577.67; paired Δ med/mean -518/-224.33 (3 pairs)
  actionPersonMonths: B med/mean 1685/1698.33; C 1532/1563; paired Δ med/mean -292/-135.33 (3 pairs)
  projectActionPersonMonths: B med/mean 260/230; C 188/171.67; paired Δ med/mean -62/-58.33 (3 pairs)
  projectActionMonthShare: B med/mean 13.09/13.84; C 11.22/11.05; paired Δ med/mean -3.95/-2.79 (3 pairs)
  ruleDecisions: B med/mean 4290/3727.33; C 4358/4300.33; paired Δ med/mean +111/+573 (3 pairs)
  modelDecisions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  outputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  strategicShare: B med/mean 27.07/27.01; C 29.2/26.22; paired Δ med/mean +3.39/-0.79 (3 pairs)
  strategicIntents: B med/mean 988/976; C 1219/1097.33; paired Δ med/mean +92/+121.33 (3 pairs)
  socialIntents: B med/mean 3208/2712.67; C 2956/3109.33; paired Δ med/mean -252/+396.67 (3 pairs)
  communications: B med/mean 966/919; C 878/918; paired Δ med/mean -88/-1 (3 pairs)
  survivalReflexActions: B med/mean 1259/1355.33; C 1095/1062; paired Δ med/mean -356/-293.33 (3 pairs)
  projectsStarted: B med/mean 52/49; C 48/49.67; paired Δ med/mean -4/+0.67 (3 pairs)
  projectsCompleted: B med/mean 21/23; C 24/24.67; paired Δ med/mean +3/+1.67 (3 pairs)
  projectsBlocked: B med/mean 29/24.67; C 24/24.33; paired Δ med/mean -1/-0.33 (3 pairs)
  projectPressureBasisProjects: B med/mean 52/49; C 48/49.67; paired Δ med/mean -4/+0.67 (3 pairs)
  projectPressureBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectPressureHistoryEntries: B med/mean 1297/1042.33; C 657/709; paired Δ med/mean -434/-333.33 (3 pairs)
  projectsWithPressureUpdates: B med/mean 43/41.67; C 41/43.33; paired Δ med/mean -4/+1.67 (3 pairs)
  projectPressureUpdates: B med/mean 1245/993.33; C 609/659.33; paired Δ med/mean -425/-334 (3 pairs)
  projectPressureIncreases: B med/mean 203/172.67; C 114/112.67; paired Δ med/mean -64/-60 (3 pairs)
  projectPressureDecreases: B med/mean 266/213; C 146/148; paired Δ med/mean -83/-65 (3 pairs)
  projectPressureUnchangedUpdates: B med/mean 718/607.67; C 349/398.67; paired Δ med/mean -278/-209 (3 pairs)
  projectPressureDuplicateBasisEntries: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureCrossOwnerSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureNonThreatAnimalSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureChangesWithoutEdgeChange: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureObserverMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesThermalSafety: B med/mean 14/11; C 6/6.33; paired Δ med/mean -2/-4.67 (3 pairs)
  projectPressureUpdatesHuntingSafety: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesCareCapability: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesFoodPreparation: B med/mean 17/15.67; C 8/9; paired Δ med/mean -10/-6.67 (3 pairs)
  projectPressureUpdatesShelterCapacity: B med/mean 11/13.67; C 29/36.33; paired Δ med/mean +26/+22.67 (3 pairs)
  projectPressureUpdatesKnowledgePreservation: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  projectProgressEvidenceCount: B med/mean 1532/1552.67; C 1194/1041.67; paired Δ med/mean -378/-511 (3 pairs)
  projectProgressProjects: B med/mean 47/45; C 45/44.33; paired Δ med/mean -2/-0.67 (3 pairs)
  projectLogisticsAdvanceProgress: B med/mean 1143/1254.67; C 847/758.67; paired Δ med/mean -410/-496 (3 pairs)
  projectMaterialContributionProgress: B med/mean 315/298; C 280/283; paired Δ med/mean -35/-15 (3 pairs)
  projectProgressDuplicateEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressUnresolvedEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEpisodeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressIntentMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressNonAdvancingLogistics: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEventsAfterTermination: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectStagnationBlocksWithRecentProgress: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectTerminalMonthCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectsBlockedAfterLogisticsProgress: B med/mean 19/18; C 15/16.33; paired Δ med/mean -4/-1.67 (3 pairs)
  projectSearchCampaigns: B med/mean 25/20.67; C 16/14.67; paired Δ med/mean -9/-6 (3 pairs)
  projectsWithSearchCampaigns: B med/mean 16/14.33; C 11/11.67; paired Δ med/mean -5/-2.67 (3 pairs)
  searchCampaignActive: B med/mean 1/1; C 0/0.33; paired Δ med/mean -1/-0.67 (3 pairs)
  searchCampaignExhausted: B med/mean 1/1.67; C 5/4; paired Δ med/mean +2/+2.33 (3 pairs)
  searchCampaignSuperseded: B med/mean 3/2.67; C 1/0.67; paired Δ med/mean -2/-2 (3 pairs)
  searchCampaignClosed: B med/mean 17/15.33; C 9/9.67; paired Δ med/mean -8/-5.67 (3 pairs)
  searchCampaignAttemptedTargets: B med/mean 148/146.67; C 79/75; paired Δ med/mean -69/-71.67 (3 pairs)
  searchCampaignMaxTargets: B med/mean 41/45; C 47/40; paired Δ med/mean +4/-5 (3 pairs)
  searchCampaignEpisodeCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  searchEpisodesMissingCampaign: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 351/306.67; C 218/205.67; paired Δ med/mean -113/-101 (3 pairs)
  projectLogisticsFulfilled: B med/mean 346/299; C 218/201.33; paired Δ med/mean -109/-97.67 (3 pairs)
  projectLogisticsExhausted: B med/mean 4/5.67; C 3/2; paired Δ med/mean -4/-3.67 (3 pairs)
  projectSearchEpisodes: B med/mean 148/146.67; C 79/75; paired Δ med/mean -69/-71.67 (3 pairs)
  projectDropEpisodes: B med/mean 139/130.67; C 111/104.67; paired Δ med/mean -28/-26 (3 pairs)
  projectLogisticsActionEvents: B med/mean 1340/1407.67; C 979/881; paired Δ med/mean -414/-526.67 (3 pairs)
  jointProjectsCompleted: B med/mean 3/2.67; C 4/4; paired Δ med/mean +2/+1.33 (3 pairs)
  productionProjectsCompleted: B med/mean 8/10.33; C 7/7.33; paired Δ med/mean -2/-3 (3 pairs)
  constructionProjectsCompleted: B med/mean 13/12.67; C 18/17.33; paired Δ med/mean +5/+4.67 (3 pairs)
  totalStructures: B med/mean 19/19.67; C 20/21.33; paired Δ med/mean 0/+1.67 (3 pairs)
  completedStructures: B med/mean 3/3; C 2/2.67; paired Δ med/mean -2/-0.33 (3 pairs)
  constructionPlacements: B med/mean 24/23.67; C 28/36.67; paired Δ med/mean +4/+13 (3 pairs)
  containersBuilt: B med/mean 4/5; C 4/4.67; paired Δ med/mean -1/-0.33 (3 pairs)
  standingContainers: B med/mean 4/5; C 4/4.67; paired Δ med/mean -1/-0.33 (3 pairs)
  containerTransfers: B med/mean 18/18; C 10/12.33; paired Δ med/mean -3/-5.67 (3 pairs)
  storedUnits: B med/mean 17/16; C 4/3.67; paired Δ med/mean -13/-12.33 (3 pairs)
  movementActions: B med/mean 4761/3974.33; C 2984/2788.33; paired Δ med/mean -1759/-1186 (3 pairs)
  movementActionShare: B med/mean 51.31/52.32; C 42.37/40.99; paired Δ med/mean -11.04/-11.32 (3 pairs)
  spearsCrafted: B med/mean 2/3; C 1/0.67; paired Δ med/mean -1/-2.33 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 0/0; C 1/1.33; paired Δ med/mean +1/+1.33 (3 pairs)
  recordsCreated: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  functionalInstitutions: B med/mean 1/2.67; C 6/5.67; paired Δ med/mean +5/+3 (3 pairs)
  animalsHunted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dehydrationHibernations: B med/mean 56/59; C 46/52.67; paired Δ med/mean -21/-6.33 (3 pairs)
  assistedDependentHibernations: B med/mean 10/12; C 12/11.33; paired Δ med/mean -4/-0.67 (3 pairs)
  throughMonth: B med/mean 360/360; C 360/360; paired Δ med/mean 0/0 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 160/151; C 128/118.67; paired Δ med/mean -31/-32.33 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferQuantity: B med/mean 149/144.33; C 122/111.67; paired Δ med/mean -27/-32.67 (3 pairs)
  dropDemandUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropEpisodesWithMaterialDemand: B med/mean 139/130.67; C 111/104.67; paired Δ med/mean -28/-26 (3 pairs)
  generationGtZeroCausalReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffOutcomeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffPairMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffSignatureMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffsWithEntityRoleBasis: B med/mean 64/57.33; C 49/49; paired Δ med/mean -15/-8.33 (3 pairs)
  hypothesisActionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptOrdinalMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttempts: B med/mean 64/57.33; C 49/49; paired Δ med/mean -15/-8.33 (3 pairs)
  hypothesisAttemptsMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsWithEntityRoleBasis: B med/mean 64/57.33; C 49/49; paired Δ med/mean -15/-8.33 (3 pairs)
  hypothesisAttemptsWithRoleBasis: B med/mean 64/57.33; C 49/49; paired Δ med/mean -15/-8.33 (3 pairs)
  hypothesisBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaignMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaigns: B med/mean 31/29.67; C 23/25; paired Δ med/mean -9/-4.67 (3 pairs)
  hypothesisCandidateAttemptRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidates: B med/mean 427/386; C 332/346.67; paired Δ med/mean -91/-39.33 (3 pairs)
  hypothesisCandidatesMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesWithEntityRoleBasis: B med/mean 427/386; C 332/346.67; paired Δ med/mean -91/-39.33 (3 pairs)
  hypothesisCandidatesWithRoleBasis: B med/mean 427/386; C 332/346.67; paired Δ med/mean -91/-39.33 (3 pairs)
  hypothesisCombineAttempts: B med/mean 53/48.67; C 39/37; paired Δ med/mean -14/-11.67 (3 pairs)
  hypothesisCombineNoResponses: B med/mean 32/35.33; C 28/27.67; paired Δ med/mean -3/-7.67 (3 pairs)
  hypothesisCombineResponses: B med/mean 12/13.33; C 10/9.33; paired Δ med/mean -1/-4 (3 pairs)
  hypothesisConnectFlexibleLayersAttempts: B med/mean 4/3.67; C 1/2.33; paired Δ med/mean +1/-1.33 (3 pairs)
  hypothesisConnectFlexibleLayersCandidates: B med/mean 29/31.33; C 12/9.67; paired Δ med/mean -13/-21.67 (3 pairs)
  hypothesisConnectFlexibleLayersNoResponses: B med/mean 3/3; C 1/2.33; paired Δ med/mean +1/-0.67 (3 pairs)
  hypothesisConnectFlexibleLayersResponses: B med/mean 1/0.67; C 0/0; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisConnectManipulatorShapesAttempts: B med/mean 46/45; C 34/34.67; paired Δ med/mean -8/-10.33 (3 pairs)
  hypothesisConnectManipulatorShapesCandidates: B med/mean 285/262.67; C 225/237.33; paired Δ med/mean -12/-25.33 (3 pairs)
  hypothesisConnectManipulatorShapesNoResponses: B med/mean 29/32.33; C 25/25.33; paired Δ med/mean -4/-7 (3 pairs)
  hypothesisConnectManipulatorShapesResponses: B med/mean 11/12.67; C 10/9.33; paired Δ med/mean 0/-3.33 (3 pairs)
  hypothesisDuplicateProjectPairs: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisDuplicateProjectSignatures: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseInputAttempts: B med/mean 1/1.33; C 2/1.33; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseToolAttempts: B med/mean 3/3; C 1/1.33; paired Δ med/mean -1/-1.67 (3 pairs)
  hypothesisExertAttempts: B med/mean 4/4; C 6/6.33; paired Δ med/mean +2/+2.33 (3 pairs)
  hypothesisExertNoResponses: B med/mean 4/4; C 5/5.67; paired Δ med/mean +1/+1.67 (3 pairs)
  hypothesisExertResponses: B med/mean 0/0; C 1/0.67; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisExertVerifiedResponseInputAttempts: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisExertVerifiedResponseToolAttempts: B med/mean 0/0; C 1/1; paired Δ med/mean +1/+1 (3 pairs)
  hypothesisExhaustedCampaigns: B med/mean 6/6.67; C 6/5.67; paired Δ med/mean 0/-1 (3 pairs)
  hypothesisExposeAttempts: B med/mean 4/4.67; C 5/5.67; paired Δ med/mean -3/+1 (3 pairs)
  hypothesisExposeNoResponses: B med/mean 0/0.33; C 0/2.33; paired Δ med/mean 0/+2 (3 pairs)
  hypothesisExposeResponses: B med/mean 3/4.33; C 4/3.33; paired Δ med/mean -2/-1 (3 pairs)
  hypothesisFirstAttemptNoResponses: B med/mean 16/15; C 14/15; paired Δ med/mean +1/0 (3 pairs)
  hypothesisFirstAttemptResponses: B med/mean 14/14.33; C 9/9.67; paired Δ med/mean -6/-4.67 (3 pairs)
  hypothesisMaterialOnlyVerifiedResponseAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisMissingSourceKeys: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNonFiniteRoleScores: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponses: B med/mean 34/39.67; C 35/35.67; paired Δ med/mean 0/-4 (3 pairs)
  hypothesisOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisQuestionOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableKnowledgeViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableNoResponseExcessAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseDrivenTransitions: B med/mean 3/4.33; C 3/3; paired Δ med/mean 0/-1.33 (3 pairs)
  hypothesisResponses: B med/mean 15/17.67; C 13/13.33; paired Δ med/mean -2/-4.33 (3 pairs)
  hypothesisSeekLocalHeatAttempts: B med/mean 2/2.67; C 6/5.67; paired Δ med/mean +2/+3 (3 pairs)
  hypothesisSeekLocalHeatCandidates: B med/mean 24/30.67; C 70/55.33; paired Δ med/mean +22/+24.67 (3 pairs)
  hypothesisSeekLocalHeatNoResponses: B med/mean 2/2.67; C 5/5; paired Δ med/mean +1/+2.33 (3 pairs)
  hypothesisSeekLocalHeatResponses: B med/mean 0/0; C 1/0.67; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisShapePortableSurfaceAttempts: B med/mean 0/1.33; C 0/0.67; paired Δ med/mean 0/-0.67 (3 pairs)
  hypothesisShapePortableSurfaceCandidates: B med/mean 0/16; C 0/8; paired Δ med/mean 0/-8 (3 pairs)
  hypothesisShapePortableSurfaceNoResponses: B med/mean 0/1.33; C 0/0.67; paired Δ med/mean 0/-0.67 (3 pairs)
  hypothesisShapePortableSurfaceResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTotalBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatAttempts: B med/mean 4/4.67; C 5/5.67; paired Δ med/mean -3/+1 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatCandidates: B med/mean 41/45.33; C 44/36.33; paired Δ med/mean -30/-9 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatNoResponses: B med/mean 0/0.33; C 0/2.33; paired Δ med/mean 0/+2 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatResponses: B med/mean 3/4.33; C 4/3.33; paired Δ med/mean -2/-1 (3 pairs)
  hypothesisUniquePairs: B med/mean 35/37; C 35/35; paired Δ med/mean -6/-2 (3 pairs)
  hypothesisUniqueSignatures: B med/mean 35/37; C 35/35; paired Δ med/mean -6/-2 (3 pairs)
