Paired evolution matrix comparison
Baseline: v33-founder-reproduction-long (3 runs)
Candidate: v34-direct-teaching (3 runs)
Matched by seed+years+repeat: 3; unmatched B/C: 0/0
Configuration: matched
Civilization index: declared-same; Both artifacts declare the same civilization-index formula version.

20 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 8/8.67; C 7/8.33; paired Δ med/mean -1/-0.33 (3 pairs)
  lifeReviewUniqueBases: B med/mean 1/1; C 5/4.33; paired Δ med/mean +3/+3.33 (3 pairs)
  lifeReviewRepeatedBases: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptedIntentChildren: B med/mean 2/1.33; C 7/7.67; paired Δ med/mean +5/+6.33 (3 pairs)
  interruptLifeReviewChildren: B med/mean 1/1; C 5/4.33; paired Δ med/mean +3/+3.33 (3 pairs)
  interruptRequiredResponseChildren: B med/mean 0/0.33; C 2/3.33; paired Δ med/mean +1/+3 (3 pairs)
  interruptFulfillmentChildren: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptChildrenCompleted: B med/mean 2/1.33; C 5/5.33; paired Δ med/mean +3/+4 (3 pairs)
  interruptChildrenBlocked: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptChildrenFailed: B med/mean 0/0; C 2/2.33; paired Δ med/mean +2/+2.33 (3 pairs)
  interruptChildrenAbandoned: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsResumed: B med/mean 2/1.33; C 5/6.33; paired Δ med/mean +3/+5 (3 pairs)
  interruptReturnsParentCompleted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentBlocked: B med/mean 0/0; C 2/1.33; paired Δ med/mean +2/+1.33 (3 pairs)
  interruptReturnsParentUnavailable: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptUnresolvedTerminalChildren: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptChildrenWithProjectId: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  orphanSuspendedProjectIntents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptResumedParentsWithSubsequentAction: B med/mean 1/1; C 3/4.67; paired Δ med/mean +3/+3.67 (3 pairs)
  interruptResumedParentsWithoutSubsequentAction: B med/mean 0/0.33; C 2/1.67; paired Δ med/mean +1/+1.33 (3 pairs)
  interruptImmediateSameProjectReplacements: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completedActions: B med/mean 1039/1011; C 1384/1390.67; paired Δ med/mean +384/+379.67 (3 pairs)
  actionPersonMonths: B med/mean 486/463.67; C 568/555.33; paired Δ med/mean +87/+91.67 (3 pairs)
  projectActionPersonMonths: B med/mean 56/56.33; C 89/87.67; paired Δ med/mean +33/+31.33 (3 pairs)
  projectActionMonthShare: B med/mean 12.1/12.2; C 15.67/15.68; paired Δ med/mean +4.15/+3.49 (3 pairs)
  ruleDecisions: B med/mean 623/617.33; C 775/771.33; paired Δ med/mean +197/+154 (3 pairs)
  modelDecisions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  outputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  strategicShare: B med/mean 81.01/82.9; C 79.1/78.48; paired Δ med/mean -5.63/-4.42 (3 pairs)
  strategicIntents: B med/mean 517/511.67; C 613/607; paired Δ med/mean +128/+95.33 (3 pairs)
  socialIntents: B med/mean 109/105.67; C 162/164.33; paired Δ med/mean +54/+58.67 (3 pairs)
  communications: B med/mean 93/93.33; C 142/158; paired Δ med/mean +71/+64.67 (3 pairs)
  survivalReflexActions: B med/mean 871/1068.67; C 675/700.67; paired Δ med/mean -349/-368 (3 pairs)
  projectsStarted: B med/mean 32/31; C 37/37.33; paired Δ med/mean +7/+6.33 (3 pairs)
  projectsCompleted: B med/mean 9/9; C 18/18; paired Δ med/mean +8/+9 (3 pairs)
  projectsBlocked: B med/mean 24/21; C 18/18.33; paired Δ med/mean -6/-2.67 (3 pairs)
  projectPressureBasisProjects: B med/mean 32/31; C 37/37.33; paired Δ med/mean +7/+6.33 (3 pairs)
  projectPressureBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectPressureHistoryEntries: B med/mean 85/96; C 126/140.67; paired Δ med/mean +41/+44.67 (3 pairs)
  projectsWithPressureUpdates: B med/mean 20/22; C 28/28; paired Δ med/mean +5/+6 (3 pairs)
  projectPressureUpdates: B med/mean 53/65; C 89/103.33; paired Δ med/mean +39/+38.33 (3 pairs)
  projectPressureIncreases: B med/mean 16/13; C 10/14.33; paired Δ med/mean +5/+1.33 (3 pairs)
  projectPressureDecreases: B med/mean 20/19.33; C 32/29.33; paired Δ med/mean +10/+10 (3 pairs)
  projectPressureUnchangedUpdates: B med/mean 24/32.67; C 55/59.67; paired Δ med/mean +26/+27 (3 pairs)
  projectPressureDuplicateBasisEntries: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureCrossOwnerSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureNonThreatAnimalSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureChangesWithoutEdgeChange: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureObserverMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesThermalSafety: B med/mean 2/3.67; C 0/3; paired Δ med/mean 0/-0.67 (3 pairs)
  projectPressureUpdatesHuntingSafety: B med/mean 2/1.67; C 2/1.67; paired Δ med/mean -1/0 (3 pairs)
  projectPressureUpdatesCareCapability: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesFoodPreparation: B med/mean 30/30; C 37/42; paired Δ med/mean +18/+12 (3 pairs)
  projectPressureUpdatesShelterCapacity: B med/mean 26/29; C 53/56.33; paired Δ med/mean +27/+27.33 (3 pairs)
  projectPressureUpdatesKnowledgePreservation: B med/mean 1/0.67; C 0/0.33; paired Δ med/mean 0/-0.33 (3 pairs)
  projectProgressEvidenceCount: B med/mean 207/224.67; C 576/634.33; paired Δ med/mean +369/+409.67 (3 pairs)
  projectProgressProjects: B med/mean 25/26.67; C 35/35.33; paired Δ med/mean +12/+8.67 (3 pairs)
  projectLogisticsAdvanceProgress: B med/mean 137/132.67; C 411/468.67; paired Δ med/mean +274/+336 (3 pairs)
  projectMaterialContributionProgress: B med/mean 83/92; C 165/165.67; paired Δ med/mean +69/+73.67 (3 pairs)
  projectProgressDuplicateEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressUnresolvedEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEpisodeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressIntentMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressNonAdvancingLogistics: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEventsAfterTermination: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectStagnationBlocksWithRecentProgress: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectTerminalMonthCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectsBlockedAfterLogisticsProgress: B med/mean 15/16; C 15/15; paired Δ med/mean -3/-1 (3 pairs)
  projectSearchCampaigns: B med/mean 0/0.33; C 6/6; paired Δ med/mean +6/+5.67 (3 pairs)
  projectsWithSearchCampaigns: B med/mean 0/0.33; C 6/5.33; paired Δ med/mean +6/+5 (3 pairs)
  searchCampaignActive: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignExhausted: B med/mean 0/0; C 1/1.67; paired Δ med/mean +1/+1.67 (3 pairs)
  searchCampaignSuperseded: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  searchCampaignClosed: B med/mean 0/0.33; C 5/4; paired Δ med/mean +5/+3.67 (3 pairs)
  searchCampaignAttemptedTargets: B med/mean 0/0.33; C 14/28.33; paired Δ med/mean +14/+28 (3 pairs)
  searchCampaignMaxTargets: B med/mean 0/0.33; C 7/16.33; paired Δ med/mean +7/+16 (3 pairs)
  searchCampaignEpisodeCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  searchEpisodesMissingCampaign: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 57/59.33; C 128/130.33; paired Δ med/mean +83/+71 (3 pairs)
  projectLogisticsFulfilled: B med/mean 56/57; C 118/122.33; paired Δ med/mean +76/+65.33 (3 pairs)
  projectLogisticsExhausted: B med/mean 1/1; C 5/4.33; paired Δ med/mean +3/+3.33 (3 pairs)
  projectSearchEpisodes: B med/mean 0/0.33; C 14/28.33; paired Δ med/mean +14/+28 (3 pairs)
  projectDropEpisodes: B med/mean 56/56.67; C 97/90.33; paired Δ med/mean +26/+33.67 (3 pairs)
  projectLogisticsActionEvents: B med/mean 179/190; C 515/562.67; paired Δ med/mean +336/+372.67 (3 pairs)
  jointProjectsCompleted: B med/mean 2/1.33; C 1/1; paired Δ med/mean 0/-0.33 (3 pairs)
  productionProjectsCompleted: B med/mean 3/2.33; C 8/7.67; paired Δ med/mean +5/+5.33 (3 pairs)
  constructionProjectsCompleted: B med/mean 7/6.67; C 10/10.33; paired Δ med/mean +3/+3.67 (3 pairs)
  totalStructures: B med/mean 13/12.67; C 20/20; paired Δ med/mean +7/+7.33 (3 pairs)
  completedStructures: B med/mean 5/4.33; C 6/6.33; paired Δ med/mean +2/+2 (3 pairs)
  constructionPlacements: B med/mean 20/19; C 28/27.67; paired Δ med/mean +9/+8.67 (3 pairs)
  containersBuilt: B med/mean 0/0.33; C 4/3.67; paired Δ med/mean +3/+3.33 (3 pairs)
  standingContainers: B med/mean 0/0.33; C 3/3.33; paired Δ med/mean +2/+3 (3 pairs)
  containerTransfers: B med/mean 0/19; C 60/53.33; paired Δ med/mean +3/+34.33 (3 pairs)
  storedUnits: B med/mean 0/8; C 6/12; paired Δ med/mean 0/+4 (3 pairs)
  movementActions: B med/mean 2241/2403.67; C 2493/2617; paired Δ med/mean +252/+213.33 (3 pairs)
  movementActionShare: B med/mean 72.7/73.43; C 69.81/68.48; paired Δ med/mean -5.39/-4.95 (3 pairs)
  spearsCrafted: B med/mean 5/3.33; C 11/10.33; paired Δ med/mean +6/+7 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 1/1; C 5/5.33; paired Δ med/mean +4/+4.33 (3 pairs)
  recordsCreated: B med/mean 0/0.67; C 2/1.67; paired Δ med/mean +1/+1 (3 pairs)
  functionalInstitutions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  animalsHunted: B med/mean 3/2.67; C 3/3.33; paired Δ med/mean +1/+0.67 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  predictionAccuracy: B med/mean 30.3/25.63; C 25.71/33.01; paired Δ med/mean +8.89/+7.38 (3 pairs)
  dehydrationHibernations: B med/mean 42/38.67; C 48/44.33; paired Δ med/mean +6/+5.67 (3 pairs)
  assistedDependentHibernations: B med/mean 6/7; C 9/8; paired Δ med/mean -1/+1 (3 pairs)
  throughMonth: B med/mean 240/240; C 240/240; paired Δ med/mean 0/0 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 10/7.33; C 9/9.33; paired Δ med/mean +2/+2 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 56/56.67; C 97/90.33; paired Δ med/mean +26/+33.67 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferQuantity: B med/mean 54/53.67; C 90/83.67; paired Δ med/mean +22/+30 (3 pairs)
  dropDemandUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropEpisodesWithMaterialDemand: B med/mean 56/56.67; C 97/90.33; paired Δ med/mean +26/+33.67 (3 pairs)
  generationGtZeroCausalReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffOutcomeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffPairMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffSignatureMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffsWithEntityRoleBasis: B med/mean 89/84; C 63/63; paired Δ med/mean -30/-21 (3 pairs)
  hypothesisActionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptOrdinalMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttempts: B med/mean 89/84; C 63/63; paired Δ med/mean -30/-21 (3 pairs)
  hypothesisAttemptsMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsWithEntityRoleBasis: B med/mean 89/84; C 63/63; paired Δ med/mean -30/-21 (3 pairs)
  hypothesisAttemptsWithRoleBasis: B med/mean 89/84; C 63/63; paired Δ med/mean -30/-21 (3 pairs)
  hypothesisBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaignMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaigns: B med/mean 23/22.33; C 22/21.67; paired Δ med/mean -2/-0.67 (3 pairs)
  hypothesisCandidateAttemptRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidates: B med/mean 313/327.33; C 274/308.33; paired Δ med/mean -48/-19 (3 pairs)
  hypothesisCandidatesMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesWithEntityRoleBasis: B med/mean 313/327.33; C 274/308.33; paired Δ med/mean -48/-19 (3 pairs)
  hypothesisCandidatesWithRoleBasis: B med/mean 313/327.33; C 274/308.33; paired Δ med/mean -48/-19 (3 pairs)
  hypothesisCombineAttempts: B med/mean 62/62.67; C 44/43; paired Δ med/mean -27/-19.67 (3 pairs)
  hypothesisCombineNoResponses: B med/mean 56/57; C 38/38.33; paired Δ med/mean -26/-18.67 (3 pairs)
  hypothesisCombineResponses: B med/mean 6/5.67; C 5/4.67; paired Δ med/mean -1/-1 (3 pairs)
  hypothesisConnectFlexibleLayersAttempts: B med/mean 0/0.33; C 0/0.33; paired Δ med/mean 0/0 (3 pairs)
  hypothesisConnectFlexibleLayersCandidates: B med/mean 1/1; C 2/1.67; paired Δ med/mean 0/+0.67 (3 pairs)
  hypothesisConnectFlexibleLayersNoResponses: B med/mean 0/0.33; C 0/0.33; paired Δ med/mean 0/0 (3 pairs)
  hypothesisConnectFlexibleLayersResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisConnectManipulatorShapesAttempts: B med/mean 61/62.33; C 44/42.67; paired Δ med/mean -27/-19.67 (3 pairs)
  hypothesisConnectManipulatorShapesCandidates: B med/mean 202/196; C 134/143.67; paired Δ med/mean -71/-52.33 (3 pairs)
  hypothesisConnectManipulatorShapesNoResponses: B med/mean 55/56.67; C 38/38; paired Δ med/mean -26/-18.67 (3 pairs)
  hypothesisConnectManipulatorShapesResponses: B med/mean 6/5.67; C 5/4.67; paired Δ med/mean -1/-1 (3 pairs)
  hypothesisDuplicateProjectPairs: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisDuplicateProjectSignatures: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseInputAttempts: B med/mean 0/0.33; C 0/0.67; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisExactEntityVerifiedResponseToolAttempts: B med/mean 6/6.67; C 6/4.67; paired Δ med/mean 0/-2 (3 pairs)
  hypothesisExertAttempts: B med/mean 19/19.67; C 14/13; paired Δ med/mean -10/-6.67 (3 pairs)
  hypothesisExertNoResponses: B med/mean 19/18.33; C 11/10.33; paired Δ med/mean -10/-8 (3 pairs)
  hypothesisExertResponses: B med/mean 1/1.33; C 3/2.67; paired Δ med/mean +1/+1.33 (3 pairs)
  hypothesisExertVerifiedResponseInputAttempts: B med/mean 1/1; C 0/0.33; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisExertVerifiedResponseToolAttempts: B med/mean 7/7.33; C 3/3.33; paired Δ med/mean -4/-4 (3 pairs)
  hypothesisExhaustedCampaigns: B med/mean 17/16.67; C 10/11; paired Δ med/mean -8/-5.67 (3 pairs)
  hypothesisExposeAttempts: B med/mean 2/1.67; C 6/7; paired Δ med/mean +3/+5.33 (3 pairs)
  hypothesisExposeNoResponses: B med/mean 0/0.67; C 1/1.67; paired Δ med/mean 0/+1 (3 pairs)
  hypothesisExposeResponses: B med/mean 1/1; C 5/5.33; paired Δ med/mean +4/+4.33 (3 pairs)
  hypothesisFirstAttemptNoResponses: B med/mean 22/20.33; C 14/14.33; paired Δ med/mean -9/-6 (3 pairs)
  hypothesisFirstAttemptResponses: B med/mean 1/1.67; C 6/5.67; paired Δ med/mean +3/+4 (3 pairs)
  hypothesisMaterialOnlyVerifiedResponseAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisMissingSourceKeys: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNonFiniteRoleScores: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponses: B med/mean 79/76; C 48/50.33; paired Δ med/mean -37/-25.67 (3 pairs)
  hypothesisOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisQuestionOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableKnowledgeViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableNoResponseExcessAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseDrivenTransitions: B med/mean 9/8.33; C 9/7.33; paired Δ med/mean 0/-1 (3 pairs)
  hypothesisResponses: B med/mean 10/8; C 13/12.67; paired Δ med/mean +3/+4.67 (3 pairs)
  hypothesisSeekLocalHeatAttempts: B med/mean 15/14; C 10/9.67; paired Δ med/mean -5/-4.33 (3 pairs)
  hypothesisSeekLocalHeatCandidates: B med/mean 93/94; C 96/94.33; paired Δ med/mean -13/+0.33 (3 pairs)
  hypothesisSeekLocalHeatNoResponses: B med/mean 15/13.33; C 8/7.67; paired Δ med/mean -6/-5.67 (3 pairs)
  hypothesisSeekLocalHeatResponses: B med/mean 1/0.67; C 2/2; paired Δ med/mean +1/+1.33 (3 pairs)
  hypothesisShapePortableSurfaceAttempts: B med/mean 5/5.67; C 3/3.33; paired Δ med/mean -3/-2.33 (3 pairs)
  hypothesisShapePortableSurfaceCandidates: B med/mean 34/30.33; C 14/28.67; paired Δ med/mean -4/-1.67 (3 pairs)
  hypothesisShapePortableSurfaceNoResponses: B med/mean 5/5; C 2/2.67; paired Δ med/mean -4/-2.33 (3 pairs)
  hypothesisShapePortableSurfaceResponses: B med/mean 0/0.67; C 1/0.67; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTotalBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatAttempts: B med/mean 2/1.67; C 6/7; paired Δ med/mean +3/+5.33 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatCandidates: B med/mean 7/6; C 40/40; paired Δ med/mean +33/+34 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatNoResponses: B med/mean 0/0.67; C 1/1.67; paired Δ med/mean 0/+1 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatResponses: B med/mean 1/1; C 5/5.33; paired Δ med/mean +4/+4.33 (3 pairs)
  hypothesisUniquePairs: B med/mean 54/52.67; C 42/40.33; paired Δ med/mean -11/-12.33 (3 pairs)
  hypothesisUniqueSignatures: B med/mean 54/52.67; C 42/40.33; paired Δ med/mean -11/-12.33 (3 pairs)
  hypothesisUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisUnresolvedActors: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
