Paired evolution matrix comparison
Baseline: review10-v9d-record-carrier-options-20260820 (3 runs)
Candidate: review10-v10b-public-record-reader-20260820 (3 runs)
Matched by seed+years+repeat: 3; unmatched B/C: 0/0
Configuration: matched
Civilization index: declared-same; Both artifacts declare the same civilization-index formula version.

30 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 5/6.33; C 8/6.67; paired Δ med/mean -1/+0.33 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 218/201.67; C 240/280; paired Δ med/mean +4/+78.33 (3 pairs)
  projectLogisticsFulfilled: B med/mean 218/196.33; C 231/270; paired Δ med/mean +8/+73.67 (3 pairs)
  projectLogisticsExhausted: B med/mean 3/2.33; C 5/6.33; paired Δ med/mean +2/+4 (3 pairs)
  projectSearchEpisodes: B med/mean 79/74; C 115/138; paired Δ med/mean -3/+64 (3 pairs)
  projectDropEpisodes: B med/mean 111/102.33; C 96/114.33; paired Δ med/mean +5/+12 (3 pairs)
  projectLogisticsActionEvents: B med/mean 979/865; C 964/1225.33; paired Δ med/mean -16/+360.33 (3 pairs)
  jointProjectsCompleted: B med/mean 4/4; C 2/3.67; paired Δ med/mean -1/-0.33 (3 pairs)
  productionProjectsCompleted: B med/mean 6/6; C 8/11; paired Δ med/mean +3/+5 (3 pairs)
  constructionProjectsCompleted: B med/mean 18/17; C 14/15.33; paired Δ med/mean -1/-1.67 (3 pairs)
  totalStructures: B med/mean 21/22; C 18/19.67; paired Δ med/mean -3/-2.33 (3 pairs)
  completedStructures: B med/mean 3/3; C 4/3.33; paired Δ med/mean +1/+0.33 (3 pairs)
  constructionPlacements: B med/mean 28/38; C 23/24.67; paired Δ med/mean -6/-13.33 (3 pairs)
  containersBuilt: B med/mean 4/4.33; C 3/3; paired Δ med/mean 0/-1.33 (3 pairs)
  standingContainers: B med/mean 4/4.33; C 3/3; paired Δ med/mean 0/-1.33 (3 pairs)
  containerTransfers: B med/mean 10/11; C 10/8.67; paired Δ med/mean 0/-2.33 (3 pairs)
  storedUnits: B med/mean 4/3.67; C 2/2; paired Δ med/mean -2/-1.67 (3 pairs)
  movementActions: B med/mean 2984/2815; C 2533/3707.33; paired Δ med/mean -408/+892.33 (3 pairs)
  movementActionShare: B med/mean 42.37/40.61; C 38.83/44.48; paired Δ med/mean -0.29/+3.87 (3 pairs)
  spearsCrafted: B med/mean 1/0.67; C 1/2.33; paired Δ med/mean 0/+1.67 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 0/1; C 0/0; paired Δ med/mean 0/-1 (3 pairs)
  recordsCreated: B med/mean 0/0.33; C 1/1; paired Δ med/mean +1/+0.67 (3 pairs)
  functionalInstitutions: B med/mean 5/5; C 5/4.33; paired Δ med/mean 0/-0.67 (3 pairs)
  animalsHunted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dehydrationHibernations: B med/mean 46/52.33; C 63/56.33; paired Δ med/mean -1/+4 (3 pairs)
  assistedDependentHibernations: B med/mean 12/12; C 14/12.33; paired Δ med/mean 0/+0.33 (3 pairs)
  throughMonth: B med/mean 360/360; C 360/360; paired Δ med/mean 0/0 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 128/116.33; C 113/127.33; paired Δ med/mean +5/+11 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferQuantity: B med/mean 122/109.33; C 106/119; paired Δ med/mean +8/+9.67 (3 pairs)
  dropDemandUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropEpisodesWithMaterialDemand: B med/mean 111/102.33; C 96/114.33; paired Δ med/mean +5/+12 (3 pairs)
  generationGtZeroCausalReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffOutcomeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffPairMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffSignatureMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffsWithEntityRoleBasis: B med/mean 48/41; C 42/48.67; paired Δ med/mean +16/+7.67 (3 pairs)
  hypothesisActionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptOrdinalMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttempts: B med/mean 48/41; C 42/48.67; paired Δ med/mean +16/+7.67 (3 pairs)
  hypothesisAttemptsMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsWithEntityRoleBasis: B med/mean 48/41; C 42/48.67; paired Δ med/mean +16/+7.67 (3 pairs)
  hypothesisAttemptsWithRoleBasis: B med/mean 48/41; C 42/48.67; paired Δ med/mean +16/+7.67 (3 pairs)
  hypothesisBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaignMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaigns: B med/mean 22/22.33; C 25/26.33; paired Δ med/mean +6/+4 (3 pairs)
  hypothesisCandidateAttemptRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidates: B med/mean 324/299.33; C 304/338; paired Δ med/mean +63/+38.67 (3 pairs)
  hypothesisCandidatesMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesWithEntityRoleBasis: B med/mean 324/299.33; C 304/338; paired Δ med/mean +63/+38.67 (3 pairs)
  hypothesisCandidatesWithRoleBasis: B med/mean 324/299.33; C 304/338; paired Δ med/mean +63/+38.67 (3 pairs)
  hypothesisCombineAttempts: B med/mean 39/34; C 33/35; paired Δ med/mean +4/+1 (3 pairs)
  hypothesisCombineNoResponses: B med/mean 28/25.67; C 23/22.67; paired Δ med/mean -3/-3 (3 pairs)
  hypothesisCombineResponses: B med/mean 10/8.33; C 10/12.33; paired Δ med/mean +4/+4 (3 pairs)
  hypothesisConnectFlexibleLayersAttempts: B med/mean 1/2.33; C 2/1.33; paired Δ med/mean +1/-1 (3 pairs)
  hypothesisConnectFlexibleLayersCandidates: B med/mean 12/9.67; C 13/12.33; paired Δ med/mean +12/+2.67 (3 pairs)
  hypothesisConnectFlexibleLayersNoResponses: B med/mean 1/2.33; C 1/1; paired Δ med/mean 0/-1.33 (3 pairs)
  hypothesisConnectFlexibleLayersResponses: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisConnectManipulatorShapesAttempts: B med/mean 34/31.67; C 31/33.67; paired Δ med/mean +3/+2 (3 pairs)
  hypothesisConnectManipulatorShapesCandidates: B med/mean 225/224; C 243/237; paired Δ med/mean +27/+13 (3 pairs)
  hypothesisConnectManipulatorShapesNoResponses: B med/mean 23/23.33; C 22/21.67; paired Δ med/mean -1/-1.67 (3 pairs)
  hypothesisConnectManipulatorShapesResponses: B med/mean 10/8.33; C 9/12; paired Δ med/mean +4/+3.67 (3 pairs)
  hypothesisDuplicateProjectPairs: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisDuplicateProjectSignatures: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseInputAttempts: B med/mean 0/0.67; C 3/2.67; paired Δ med/mean +3/+2 (3 pairs)
  hypothesisExactEntityVerifiedResponseToolAttempts: B med/mean 1/1.33; C 1/2.67; paired Δ med/mean 0/+1.33 (3 pairs)
  hypothesisExertAttempts: B med/mean 5/5; C 3/3; paired Δ med/mean -3/-2 (3 pairs)
  hypothesisExertNoResponses: B med/mean 5/4.67; C 3/3; paired Δ med/mean -2/-1.67 (3 pairs)
  hypothesisExertResponses: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisExertVerifiedResponseInputAttempts: B med/mean 0/0.33; C 0/0.33; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExertVerifiedResponseToolAttempts: B med/mean 1/0.67; C 0/0.33; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisExhaustedCampaigns: B med/mean 5/4; C 4/5; paired Δ med/mean +1/+1 (3 pairs)
  hypothesisExposeAttempts: B med/mean 1/2; C 11/10.67; paired Δ med/mean +11/+8.67 (3 pairs)
  hypothesisExposeNoResponses: B med/mean 0/0; C 8/5.33; paired Δ med/mean +8/+5.33 (3 pairs)
  hypothesisExposeResponses: B med/mean 1/2; C 4/5.33; paired Δ med/mean +3/+3.33 (3 pairs)
  hypothesisFirstAttemptNoResponses: B med/mean 14/14; C 12/12; paired Δ med/mean -3/-2 (3 pairs)
  hypothesisFirstAttemptResponses: B med/mean 8/8; C 12/14; paired Δ med/mean +4/+6 (3 pairs)
  hypothesisMaterialOnlyVerifiedResponseAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisMissingSourceKeys: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNonFiniteRoleScores: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponses: B med/mean 34/30.33; C 31/31; paired Δ med/mean +3/+0.67 (3 pairs)
  hypothesisOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisQuestionOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableKnowledgeViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableNoResponseExcessAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseDrivenTransitions: B med/mean 3/2.33; C 2/4; paired Δ med/mean 0/+1.67 (3 pairs)
  hypothesisResponses: B med/mean 13/10.67; C 14/17.67; paired Δ med/mean +7/+7 (3 pairs)
  hypothesisSeekLocalHeatAttempts: B med/mean 3/4.33; C 3/2.67; paired Δ med/mean -3/-1.67 (3 pairs)
  hypothesisSeekLocalHeatCandidates: B med/mean 24/39.33; C 22/23.33; paired Δ med/mean -24/-16 (3 pairs)
  hypothesisSeekLocalHeatNoResponses: B med/mean 3/4; C 3/2.67; paired Δ med/mean -2/-1.33 (3 pairs)
  hypothesisSeekLocalHeatResponses: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisShapePortableSurfaceAttempts: B med/mean 0/0.67; C 0/0.33; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisShapePortableSurfaceCandidates: B med/mean 0/8; C 0/4; paired Δ med/mean 0/-4 (3 pairs)
  hypothesisShapePortableSurfaceNoResponses: B med/mean 0/0.67; C 0/0.33; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisShapePortableSurfaceResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTotalBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatAttempts: B med/mean 1/2; C 11/10.67; paired Δ med/mean +11/+8.67 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatCandidates: B med/mean 11/18.33; C 36/61.33; paired Δ med/mean +24/+43 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatNoResponses: B med/mean 0/0; C 8/5.33; paired Δ med/mean +8/+5.33 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatResponses: B med/mean 1/2; C 4/5.33; paired Δ med/mean +3/+3.33 (3 pairs)
  hypothesisUniquePairs: B med/mean 29/27.33; C 34/35; paired Δ med/mean +11/+7.67 (3 pairs)
  hypothesisUniqueSignatures: B med/mean 29/27.33; C 34/35; paired Δ med/mean +11/+7.67 (3 pairs)
