Paired evolution matrix comparison
Baseline: baseline-four-era-v33b (9 runs)
Candidate: candidate-four-era-v48 (9 runs)
Matched by seed+years+repeat: 9; unmatched B/C: 0/0
Configuration: matched
Civilization index: version-mismatch; Formula versions differ; civilization-index deltas are observer-only and cannot demonstrate an engine improvement.
  interruptReturnsResumed: B med/mean 3/4.33; C 15/13.67; paired Δ med/mean +8/+9.33 (3 pairs)
  interruptReturnsParentCompleted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentBlocked: B med/mean 2/1.33; C 0/0; paired Δ med/mean -2/-1.33 (3 pairs)
  interruptReturnsParentUnavailable: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptUnresolvedTerminalChildren: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptChildrenWithProjectId: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  orphanSuspendedProjectIntents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnLatencyMeanMonths: B med/mean 5.8/4.6; C 0.93/1.04; paired Δ med/mean -3.62/-3.56 (3 pairs)
  interruptReturnLatencyMaxMonths: B med/mean 13/9.67; C 4/3.67; paired Δ med/mean -6/-6 (3 pairs)
  interruptResumedParentsWithSubsequentAction: B med/mean 3/2.67; C 15/12; paired Δ med/mean +11/+9.33 (3 pairs)
  interruptResumedParentsWithoutSubsequentAction: B med/mean 2/1.67; C 0/1.67; paired Δ med/mean 0/0 (3 pairs)
  interruptImmediateSameProjectReplacements: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completedActions: B med/mean 727/724.67; C 942/843; paired Δ med/mean +215/+118.33 (3 pairs)
  actionPersonMonths: B med/mean 301/292.67; C 297/277.67; paired Δ med/mean +8/-15 (3 pairs)
  projectActionPersonMonths: B med/mean 60/57.33; C 90/78.67; paired Δ med/mean +21/+21.33 (3 pairs)
  projectActionMonthShare: B med/mean 21.9/19.65; C 28.94/27.72; paired Δ med/mean +6.6/+8.07 (3 pairs)
  ruleDecisions: B med/mean 378/379; C 467/429; paired Δ med/mean +36/+50 (3 pairs)
  modelDecisions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  outputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  strategicShare: B med/mean 76.1/76.63; C 71.89/75.99; paired Δ med/mean -4.21/-0.64 (3 pairs)
  strategicIntents: B med/mean 284/290; C 335/328.67; paired Δ med/mean +7/+38.67 (3 pairs)
  socialIntents: B med/mean 94/89; C 97/100; paired Δ med/mean +3/+11 (3 pairs)
  communications: B med/mean 88/84.67; C 75/82.33; paired Δ med/mean +5/-2.33 (3 pairs)
  survivalReflexActions: B med/mean 347/413; C 381/440.33; paired Δ med/mean +73/+27.33 (3 pairs)
  projectsStarted: B med/mean 24/25; C 37/34; paired Δ med/mean +6/+9 (3 pairs)
  projectsCompleted: B med/mean 9/11.33; C 17/17.33; paired Δ med/mean +8/+6 (3 pairs)
  projectsBlocked: B med/mean 14/12.67; C 17/14.67; paired Δ med/mean +3/+2 (3 pairs)
  projectPressureBasisProjects: B med/mean 24/25; C 37/34; paired Δ med/mean +6/+9 (3 pairs)
  projectPressureBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectPressureHistoryEntries: B med/mean 107/92.33; C 446/372.33; paired Δ med/mean +339/+280 (3 pairs)
  projectsWithPressureUpdates: B med/mean 21/19; C 36/32.67; paired Δ med/mean +13/+13.67 (3 pairs)
  projectPressureUpdates: B med/mean 74/67.33; C 409/338.33; paired Δ med/mean +335/+271 (3 pairs)
  projectPressureIncreases: B med/mean 8/8.67; C 63/56.67; paired Δ med/mean +47/+48 (3 pairs)
  projectPressureDecreases: B med/mean 18/18.33; C 85/77; paired Δ med/mean +67/+58.67 (3 pairs)
  projectPressureUnchangedUpdates: B med/mean 40/40.33; C 209/204.67; paired Δ med/mean +169/+164.33 (3 pairs)
  projectPressureDuplicateBasisEntries: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureCrossOwnerSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureNonThreatAnimalSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureChangesWithoutEdgeChange: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureObserverMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesThermalSafety: B med/mean 0/3; C 0/0; paired Δ med/mean 0/-3 (3 pairs)
  projectPressureUpdatesHuntingSafety: B med/mean 2/1.67; C 2/2.33; paired Δ med/mean 0/+0.67 (3 pairs)
  projectPressureUpdatesCareCapability: B med/mean 0/0; C 0/1; paired Δ med/mean 0/+1 (3 pairs)
  projectPressureUpdatesFoodPreparation: B med/mean 27/23.33; C 13/17; paired Δ med/mean -3/-6.33 (3 pairs)
  projectPressureUpdatesShelterCapacity: B med/mean 39/39.33; C 11/13; paired Δ med/mean -34/-26.33 (3 pairs)
  projectPressureUpdatesKnowledgePreservation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEvidenceCount: B med/mean 411/393.67; C 700/674.67; paired Δ med/mean +184/+281 (3 pairs)
  projectProgressProjects: B med/mean 23/23.67; C 33/32.33; paired Δ med/mean +7/+8.67 (3 pairs)
  projectLogisticsAdvanceProgress: B med/mean 281/286; C 417/431; paired Δ med/mean +118/+145 (3 pairs)
  projectMaterialContributionProgress: B med/mean 99/107.67; C 283/243.67; paired Δ med/mean +158/+136 (3 pairs)
  projectProgressDuplicateEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressUnresolvedEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEpisodeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressIntentMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressNonAdvancingLogistics: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEventsAfterTermination: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectStagnationBlocksWithRecentProgress: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectTerminalMonthCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectsBlockedAfterLogisticsProgress: B med/mean 11/10.33; C 13/13; paired Δ med/mean +2/+2.67 (3 pairs)
  projectSearchCampaigns: B med/mean 4/3.33; C 9/8; paired Δ med/mean +5/+4.67 (3 pairs)
  projectsWithSearchCampaigns: B med/mean 4/3; C 7/7.33; paired Δ med/mean +3/+4.33 (3 pairs)
  searchCampaignActive: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  searchCampaignExhausted: B med/mean 0/0.33; C 0/1.67; paired Δ med/mean 0/+1.33 (3 pairs)
  searchCampaignSuperseded: B med/mean 0/0.33; C 0/0.67; paired Δ med/mean 0/+0.33 (3 pairs)
  searchCampaignClosed: B med/mean 3/2.67; C 4/5.33; paired Δ med/mean +1/+2.67 (3 pairs)
  searchCampaignAttemptedTargets: B med/mean 7/17.33; C 6/12.67; paired Δ med/mean -1/-4.67 (3 pairs)
  searchCampaignMaxTargets: B med/mean 7/14.67; C 2/7; paired Δ med/mean -1/-7.67 (3 pairs)
  searchCampaignEpisodeCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  searchEpisodesMissingCampaign: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 81/83.33; C 227/183.67; paired Δ med/mean +129/+100.33 (3 pairs)
  projectLogisticsFulfilled: B med/mean 75/77.33; C 198/161.33; paired Δ med/mean +105/+84 (3 pairs)
  projectLogisticsExhausted: B med/mean 3/3.33; C 2/2; paired Δ med/mean -3/-1.33 (3 pairs)
  projectSearchEpisodes: B med/mean 7/17.33; C 6/12.67; paired Δ med/mean -1/-4.67 (3 pairs)
  projectDropEpisodes: B med/mean 55/58; C 159/139; paired Δ med/mean +92/+81 (3 pairs)
  projectLogisticsActionEvents: B med/mean 349/345.67; C 607/575.67; paired Δ med/mean +138/+230 (3 pairs)
  jointProjectsCompleted: B med/mean 1/1; C 1/0.67; paired Δ med/mean 0/-0.33 (3 pairs)
  productionProjectsCompleted: B med/mean 3/3.33; C 5/5; paired Δ med/mean 0/+1.67 (3 pairs)
  constructionProjectsCompleted: B med/mean 7/8; C 13/12.33; paired Δ med/mean +3/+4.33 (3 pairs)
  totalStructures: B med/mean 15/15.33; C 18/17.33; paired Δ med/mean 0/+2 (3 pairs)
  completedStructures: B med/mean 5/5.33; C 3/3; paired Δ med/mean -2/-2.33 (3 pairs)
  constructionPlacements: B med/mean 21/21.33; C 23/21.33; paired Δ med/mean -3/0 (3 pairs)
  containersBuilt: B med/mean 3/3; C 12/9.33; paired Δ med/mean +10/+6.33 (3 pairs)
  standingContainers: B med/mean 3/3; C 12/9.33; paired Δ med/mean +10/+6.33 (3 pairs)
  containerTransfers: B med/mean 1/14.33; C 50/42; paired Δ med/mean +49/+27.67 (3 pairs)
  storedUnits: B med/mean 1/6; C 24/26.67; paired Δ med/mean +24/+20.67 (3 pairs)
  movementActions: B med/mean 1199/1272; C 1280/1260.33; paired Δ med/mean +167/-11.67 (3 pairs)
  movementActionShare: B med/mean 65.99/66.08; C 60.1/62.2; paired Δ med/mean -5.89/-3.87 (3 pairs)
  spearsCrafted: B med/mean 7/6.67; C 5/4; paired Δ med/mean -1/-2.67 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 2/2; C 2/2; paired Δ med/mean 0/0 (3 pairs)
  recordsCreated: B med/mean 1/0.67; C 0/0; paired Δ med/mean -1/-0.67 (3 pairs)
  functionalInstitutions: B med/mean 0/0; C 1/3.67; paired Δ med/mean +1/+3.67 (3 pairs)
  animalsHunted: B med/mean 3/3.33; C 3/4.33; paired Δ med/mean +1/+1 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 0/1; C 0/1; paired Δ med/mean 0/0 (3 pairs)
  predictionAccuracy: B med/mean 42.86/43.28; C 33.33/27.78; paired Δ med/mean -13.16/-15.5 (3 pairs)
  dehydrationHibernations: B med/mean 27/25; C 20/24; paired Δ med/mean -1/-1 (3 pairs)
  assistedDependentHibernations: B med/mean 6/5; C 6/4.67; paired Δ med/mean -1/-0.33 (3 pairs)
  throughMonth: B med/mean 120/120; C 120/120; paired Δ med/mean 0/0 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 5/6.67; C 6/4; paired Δ med/mean -3/-2.67 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 55/58; C 207/169; paired Δ med/mean +148/+111 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferQuantity: B med/mean 49/53; C 168/142; paired Δ med/mean +106/+89 (3 pairs)
  dropDemandUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropEpisodesWithMaterialDemand: B med/mean 55/58; C 159/139; paired Δ med/mean +92/+81 (3 pairs)
  generationGtZeroCausalReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffOutcomeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffPairMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffSignatureMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffsWithEntityRoleBasis: B med/mean 37/41.33; C 92/82; paired Δ med/mean +36/+40.67 (3 pairs)
  hypothesisActionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptOrdinalMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttempts: B med/mean 37/41.33; C 92/82; paired Δ med/mean +36/+40.67 (3 pairs)
  hypothesisAttemptsMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsWithEntityRoleBasis: B med/mean 37/41.33; C 92/82; paired Δ med/mean +36/+40.67 (3 pairs)
  hypothesisAttemptsWithRoleBasis: B med/mean 37/41.33; C 92/82; paired Δ med/mean +36/+40.67 (3 pairs)
  hypothesisBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaignMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaigns: B med/mean 11/13.67; C 27/25.67; paired Δ med/mean +8/+12 (3 pairs)
  hypothesisCandidateAttemptRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidates: B med/mean 176/197.33; C 389/367.67; paired Δ med/mean +142/+170.33 (3 pairs)
  hypothesisCandidatesMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesWithEntityRoleBasis: B med/mean 176/197.33; C 389/367.67; paired Δ med/mean +142/+170.33 (3 pairs)
  hypothesisCandidatesWithRoleBasis: B med/mean 176/197.33; C 389/367.67; paired Δ med/mean +142/+170.33 (3 pairs)
  hypothesisCombineAttempts: B med/mean 27/31; C 81/70.67; paired Δ med/mean +37/+39.67 (3 pairs)
  hypothesisCombineNoResponses: B med/mean 24/27.33; C 68/55.33; paired Δ med/mean +30/+28 (3 pairs)
  hypothesisCombineResponses: B med/mean 3/3.67; C 14/15.33; paired Δ med/mean +12/+11.67 (3 pairs)
  hypothesisConnectFlexibleLayersAttempts: B med/mean 0/0.33; C 0/1.67; paired Δ med/mean 0/+1.33 (3 pairs)
  hypothesisConnectFlexibleLayersCandidates: B med/mean 0/1; C 0/4; paired Δ med/mean 0/+3 (3 pairs)
  hypothesisConnectFlexibleLayersNoResponses: B med/mean 0/0.33; C 0/1.33; paired Δ med/mean 0/+1 (3 pairs)
  hypothesisConnectFlexibleLayersResponses: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisConnectManipulatorShapesAttempts: B med/mean 26/30.67; C 81/69; paired Δ med/mean +37/+38.33 (3 pairs)
  hypothesisConnectManipulatorShapesCandidates: B med/mean 85/98.67; C 279/271.33; paired Δ med/mean +145/+172.67 (3 pairs)
  hypothesisConnectManipulatorShapesNoResponses: B med/mean 23/27; C 68/54; paired Δ med/mean +30/+27 (3 pairs)
  hypothesisConnectManipulatorShapesResponses: B med/mean 3/3.67; C 14/15; paired Δ med/mean +12/+11.33 (3 pairs)
  hypothesisDuplicateProjectPairs: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisDuplicateProjectSignatures: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseInputAttempts: B med/mean 0/0.67; C 5/5; paired Δ med/mean +3/+4.33 (3 pairs)
  hypothesisExactEntityVerifiedResponseToolAttempts: B med/mean 3/3.33; C 10/9.67; paired Δ med/mean +7/+6.33 (3 pairs)
  hypothesisExertAttempts: B med/mean 9/8.33; C 8/8; paired Δ med/mean -1/-0.33 (3 pairs)
  hypothesisExertNoResponses: B med/mean 6/6; C 7/7; paired Δ med/mean +1/+1 (3 pairs)
  hypothesisExertResponses: B med/mean 2/2.33; C 1/1; paired Δ med/mean -1/-1.33 (3 pairs)
  hypothesisExertVerifiedResponseInputAttempts: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisExertVerifiedResponseToolAttempts: B med/mean 3/2; C 3/2.67; paired Δ med/mean 0/+0.67 (3 pairs)
  hypothesisExhaustedCampaigns: B med/mean 6/7; C 17/15.33; paired Δ med/mean +7/+8.33 (3 pairs)
  hypothesisExposeAttempts: B med/mean 2/2; C 3/3.33; paired Δ med/mean 0/+1.33 (3 pairs)
  hypothesisExposeNoResponses: B med/mean 0/0; C 0/1.33; paired Δ med/mean 0/+1.33 (3 pairs)
  hypothesisExposeResponses: B med/mean 2/2; C 2/2; paired Δ med/mean 0/0 (3 pairs)
  hypothesisFirstAttemptNoResponses: B med/mean 10/9.33; C 15/14.33; paired Δ med/mean +4/+5 (3 pairs)
  hypothesisFirstAttemptResponses: B med/mean 3/3.67; C 12/11; paired Δ med/mean +5/+7.33 (3 pairs)
  hypothesisMaterialOnlyVerifiedResponseAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisMissingSourceKeys: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNonFiniteRoleScores: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponses: B med/mean 31/33.33; C 75/63.67; paired Δ med/mean +31/+30.33 (3 pairs)
  hypothesisOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisQuestionOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableKnowledgeViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableNoResponseExcessAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseDrivenTransitions: B med/mean 4/5.33; C 15/15.33; paired Δ med/mean +11/+10 (3 pairs)
  hypothesisResponses: B med/mean 6/8; C 17/18.33; paired Δ med/mean +10/+10.33 (3 pairs)
  hypothesisSeekLocalHeatAttempts: B med/mean 7/7; C 7/7.33; paired Δ med/mean 0/+0.33 (3 pairs)
  hypothesisSeekLocalHeatCandidates: B med/mean 76/74.33; C 60/64; paired Δ med/mean 0/-10.33 (3 pairs)
  hypothesisSeekLocalHeatNoResponses: B med/mean 5/5.33; C 6/6.33; paired Δ med/mean +1/+1 (3 pairs)
  hypothesisSeekLocalHeatResponses: B med/mean 2/1.67; C 1/1; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisShapePortableSurfaceAttempts: B med/mean 1/1.33; C 1/0.67; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisShapePortableSurfaceCandidates: B med/mean 11/8.33; C 7/6.33; paired Δ med/mean -2/-2 (3 pairs)
  hypothesisShapePortableSurfaceNoResponses: B med/mean 0/0.67; C 1/0.67; paired Δ med/mean 0/0 (3 pairs)
  hypothesisShapePortableSurfaceResponses: B med/mean 1/0.67; C 0/0; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisTotalBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatAttempts: B med/mean 2/2; C 3/3.33; paired Δ med/mean 0/+1.33 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatCandidates: B med/mean 12/15; C 26/22; paired Δ med/mean 0/+7 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatNoResponses: B med/mean 0/0; C 0/1.33; paired Δ med/mean 0/+1.33 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatResponses: B med/mean 2/2; C 2/2; paired Δ med/mean 0/0 (3 pairs)
  hypothesisUniquePairs: B med/mean 30/29.67; C 62/52.67; paired Δ med/mean +23/+23 (3 pairs)
  hypothesisUniqueSignatures: B med/mean 30/29.67; C 62/52.67; paired Δ med/mean +23/+23 (3 pairs)
  hypothesisUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
