Paired evolution matrix comparison
Baseline: candidate-causal-cultivation-v4 (6 runs)
Candidate: candidate-anchored-local-capability-v6 (6 runs)
Matched by seed+years+repeat: 6; unmatched B/C: 0/0
Configuration: matched
Civilization index: declared-same; Both artifacts declare the same civilization-index formula version.

10 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 9/8.67; C 6/6; paired Δ med/mean -3/-2.67 (3 pairs)
  interruptedIntentChildren: B med/mean 266/223; C 454/539.33; paired Δ med/mean +344/+316.33 (3 pairs)
  interruptLifeReviewChildren: B med/mean 2/2; C 4/3.67; paired Δ med/mean +2/+1.67 (3 pairs)
  interruptRequiredResponseChildren: B med/mean 3/26.67; C 12/12; paired Δ med/mean +6/-14.67 (3 pairs)
  interruptFulfillmentChildren: B med/mean 1/2; C 0/0; paired Δ med/mean -1/-2 (3 pairs)
  interruptChildrenCompleted: B med/mean 223/198.67; C 449/532.67; paired Δ med/mean +341/+334 (3 pairs)
  interruptChildrenBlocked: B med/mean 2/17.33; C 7/6.67; paired Δ med/mean +3/-10.67 (3 pairs)
  interruptChildrenFailed: B med/mean 0/1; C 0/0; paired Δ med/mean 0/-1 (3 pairs)
  interruptChildrenAbandoned: B med/mean 1/6; C 0/0; paired Δ med/mean -1/-6 (3 pairs)
  interruptReturnsResumed: B med/mean 266/223; C 454/539.33; paired Δ med/mean +344/+316.33 (3 pairs)
  interruptReturnsParentCompleted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentBlocked: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentUnavailable: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptUnresolvedTerminalChildren: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptChildrenWithProjectId: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  orphanSuspendedProjectIntents: B med/mean 1/1; C 0/0; paired Δ med/mean -1/-1 (3 pairs)
  interruptReturnLatencyMeanMonths: B med/mean 0/0.13; C 0/0; paired Δ med/mean 0/-0.13 (3 pairs)
  interruptReturnLatencyMaxMonths: B med/mean 1/3.67; C 0/0.33; paired Δ med/mean 0/-3.33 (3 pairs)
  interruptResumedParentsWithSubsequentAction: B med/mean 86/131.33; C 408/487.67; paired Δ med/mean +376/+356.33 (3 pairs)
  interruptResumedParentsWithoutSubsequentAction: B med/mean 78/91.67; C 46/51.67; paired Δ med/mean -32/-40 (3 pairs)
  interruptImmediateSameProjectReplacements: B med/mean 0/2.67; C 0/1; paired Δ med/mean 0/-1.67 (3 pairs)
  completedActions: B med/mean 1249/1146.33; C 963/930.67; paired Δ med/mean -227/-215.67 (3 pairs)
  actionPersonMonths: B med/mean 645/608.67; C 518/500.67; paired Δ med/mean -108/-108 (3 pairs)
  projectActionPersonMonths: B med/mean 99/89.33; C 83/103.67; paired Δ med/mean +22/+14.33 (3 pairs)
  projectActionMonthShare: B med/mean 14.47/14.33; C 14.41/22.18; paired Δ med/mean +3.84/+7.86 (3 pairs)
  ruleDecisions: B med/mean 1437/1485; C 1280/1193.33; paired Δ med/mean -140/-291.67 (3 pairs)
  modelDecisions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  outputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  strategicShare: B med/mean 20.18/21.91; C 40.99/49.64; paired Δ med/mean +22.9/+27.73 (3 pairs)
  strategicIntents: B med/mean 378/320.67; C 521/609; paired Δ med/mean +328/+288.33 (3 pairs)
  socialIntents: B med/mean 998/1139.67; C 750/570.67; paired Δ med/mean -777/-569 (3 pairs)
  communications: B med/mean 365/421.67; C 322/261.67; paired Δ med/mean -185/-160 (3 pairs)
  survivalReflexActions: B med/mean 388/481; C 530/931.33; paired Δ med/mean +201/+450.33 (3 pairs)
  projectsStarted: B med/mean 28/25.67; C 25/23.67; paired Δ med/mean -3/-2 (3 pairs)
  projectsCompleted: B med/mean 11/11; C 15/15.33; paired Δ med/mean +3/+4.33 (3 pairs)
  projectsBlocked: B med/mean 14/11.67; C 8/7.67; paired Δ med/mean -5/-4 (3 pairs)
  projectPressureBasisProjects: B med/mean 28/25.67; C 25/23.67; paired Δ med/mean -3/-2 (3 pairs)
  projectPressureBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectPressureHistoryEntries: B med/mean 554/490; C 441/437; paired Δ med/mean +10/-53 (3 pairs)
  projectsWithPressureUpdates: B med/mean 24/24.33; C 23/23; paired Δ med/mean -1/-1.33 (3 pairs)
  projectPressureUpdates: B med/mean 526/464.33; C 422/413.33; paired Δ med/mean +2/-51 (3 pairs)
  projectPressureIncreases: B med/mean 76/80; C 63/61; paired Δ med/mean -14/-19 (3 pairs)
  projectPressureDecreases: B med/mean 94/99.67; C 74/84.33; paired Δ med/mean +3/-15.33 (3 pairs)
  projectPressureUnchangedUpdates: B med/mean 356/284.67; C 290/268; paired Δ med/mean +12/-16.67 (3 pairs)
  projectPressureDuplicateBasisEntries: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureCrossOwnerSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureNonThreatAnimalSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureChangesWithoutEdgeChange: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureObserverMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesThermalSafety: B med/mean 7/6.33; C 5/10; paired Δ med/mean 0/+3.67 (3 pairs)
  projectPressureUpdatesHuntingSafety: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  projectPressureUpdatesCareCapability: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesFoodPreparation: B med/mean 5/10.67; C 0/9.33; paired Δ med/mean -2/-1.33 (3 pairs)
  projectPressureUpdatesShelterCapacity: B med/mean 12/21.67; C 26/22.33; paired Δ med/mean +1/+0.67 (3 pairs)
  projectPressureUpdatesKnowledgePreservation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEvidenceCount: B med/mean 781/751.67; C 588/842; paired Δ med/mean +98/+90.33 (3 pairs)
  projectProgressProjects: B med/mean 25/23.33; C 24/23.33; paired Δ med/mean -2/0 (3 pairs)
  projectLogisticsAdvanceProgress: B med/mean 584/579.33; C 403/678; paired Δ med/mean +53/+98.67 (3 pairs)
  projectMaterialContributionProgress: B med/mean 178/172.33; C 157/164; paired Δ med/mean -30/-8.33 (3 pairs)
  projectProgressDuplicateEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressUnresolvedEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEpisodeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressIntentMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressNonAdvancingLogistics: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEventsAfterTermination: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectStagnationBlocksWithRecentProgress: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectTerminalMonthCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectsBlockedAfterLogisticsProgress: B med/mean 12/11; C 8/7.33; paired Δ med/mean -4/-3.67 (3 pairs)
  projectSearchCampaigns: B med/mean 10/10; C 8/7; paired Δ med/mean -2/-3 (3 pairs)
  projectsWithSearchCampaigns: B med/mean 9/9; C 6/5.67; paired Δ med/mean -3/-3.33 (3 pairs)
  searchCampaignActive: B med/mean 1/1.33; C 0/0.33; paired Δ med/mean -1/-1 (3 pairs)
  searchCampaignExhausted: B med/mean 1/1; C 0/0.67; paired Δ med/mean -1/-0.33 (3 pairs)
  searchCampaignSuperseded: B med/mean 0/1; C 0/0.67; paired Δ med/mean 0/-0.33 (3 pairs)
  searchCampaignClosed: B med/mean 6/6.67; C 4/5.33; paired Δ med/mean -2/-1.33 (3 pairs)
  searchCampaignAttemptedTargets: B med/mean 63/64.33; C 38/56.33; paired Δ med/mean -10/-8 (3 pairs)
  searchCampaignMaxTargets: B med/mean 52/40; C 34/26.33; paired Δ med/mean -18/-13.67 (3 pairs)
  searchCampaignEpisodeCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  searchEpisodesMissingCampaign: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 182/160.33; C 126/146; paired Δ med/mean +3/-14.33 (3 pairs)
  projectLogisticsFulfilled: B med/mean 178/156.33; C 124/139.33; paired Δ med/mean 0/-17 (3 pairs)
  projectLogisticsExhausted: B med/mean 2/2.67; C 6/5; paired Δ med/mean +1/+2.33 (3 pairs)
  projectSearchEpisodes: B med/mean 63/64.33; C 38/56.33; paired Δ med/mean -10/-8 (3 pairs)
  projectDropEpisodes: B med/mean 77/76.33; C 72/73; paired Δ med/mean -7/-3.33 (3 pairs)
  projectLogisticsActionEvents: B med/mean 701/673; C 489/762.67; paired Δ med/mean +67/+89.67 (3 pairs)
  jointProjectsCompleted: B med/mean 1/0.67; C 2/1.33; paired Δ med/mean +1/+0.67 (3 pairs)
  productionProjectsCompleted: B med/mean 6/5.33; C 7/6.67; paired Δ med/mean 0/+1.33 (3 pairs)
  constructionProjectsCompleted: B med/mean 5/5.67; C 8/8.67; paired Δ med/mean +3/+3 (3 pairs)
  totalStructures: B med/mean 9/9.33; C 13/11.67; paired Δ med/mean +3/+2.33 (3 pairs)
  completedStructures: B med/mean 2/1.67; C 2/2; paired Δ med/mean 0/+0.33 (3 pairs)
  constructionPlacements: B med/mean 12/13.67; C 16/16.33; paired Δ med/mean +4/+2.67 (3 pairs)
  containersBuilt: B med/mean 2/1.33; C 2/3.33; paired Δ med/mean 0/+2 (3 pairs)
  standingContainers: B med/mean 2/1.33; C 2/3.33; paired Δ med/mean 0/+2 (3 pairs)
  containerTransfers: B med/mean 2/1.67; C 2/5.33; paired Δ med/mean 0/+3.67 (3 pairs)
  storedUnits: B med/mean 2/1.67; C 2/5.33; paired Δ med/mean 0/+3.67 (3 pairs)
  movementActions: B med/mean 1373/1552; C 1403/2260.67; paired Δ med/mean +262/+708.67 (3 pairs)
  movementActionShare: B med/mean 47.89/51.41; C 59.2/68.35; paired Δ med/mean +16.89/+16.94 (3 pairs)
  spearsCrafted: B med/mean 4/3; C 1/1.33; paired Δ med/mean -2/-1.67 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 1/1; C 0/1.67; paired Δ med/mean -1/+0.67 (3 pairs)
  recordsCreated: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  functionalInstitutions: B med/mean 1/1.67; C 1/1.33; paired Δ med/mean 0/-0.33 (3 pairs)
  animalsHunted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 1/2; C 1/2; paired Δ med/mean 0/0 (3 pairs)
  dehydrationHibernations: B med/mean 10/17.33; C 17/14; paired Δ med/mean -7/-3.33 (3 pairs)
  assistedDependentHibernations: B med/mean 3/3; C 0/0.33; paired Δ med/mean -3/-2.67 (3 pairs)
  throughMonth: B med/mean 120/120; C 120/120; paired Δ med/mean 0/0 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 86/84.67; C 86/83.33; paired Δ med/mean -11/-1.33 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferQuantity: B med/mean 85/83.67; C 79/78.33; paired Δ med/mean -13/-5.33 (3 pairs)
  dropDemandUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropEpisodesWithMaterialDemand: B med/mean 77/76.33; C 72/73; paired Δ med/mean -7/-3.33 (3 pairs)
  generationGtZeroCausalReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffOutcomeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffPairMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffSignatureMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActionDiffsWithEntityRoleBasis: B med/mean 29/27.33; C 20/18.67; paired Δ med/mean -8/-8.67 (3 pairs)
  hypothesisActionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptOrdinalMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttempts: B med/mean 29/27.33; C 20/18.67; paired Δ med/mean -8/-8.67 (3 pairs)
  hypothesisAttemptsMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisAttemptsWithEntityRoleBasis: B med/mean 29/27.33; C 20/18.67; paired Δ med/mean -8/-8.67 (3 pairs)
  hypothesisAttemptsWithRoleBasis: B med/mean 29/27.33; C 20/18.67; paired Δ med/mean -8/-8.67 (3 pairs)
  hypothesisBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaignMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCampaigns: B med/mean 14/13.67; C 12/12.33; paired Δ med/mean +1/-1.33 (3 pairs)
  hypothesisCandidateAttemptRoleBasisMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateEntityRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidateRoleBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidates: B med/mean 191/174.33; C 154/150.67; paired Δ med/mean -14/-23.67 (3 pairs)
  hypothesisCandidatesMissingQuestionKind: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesMissingRoleBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisCandidatesWithEntityRoleBasis: B med/mean 191/174.33; C 154/150.67; paired Δ med/mean -14/-23.67 (3 pairs)
  hypothesisCandidatesWithRoleBasis: B med/mean 191/174.33; C 154/150.67; paired Δ med/mean -14/-23.67 (3 pairs)
  hypothesisCombineAttempts: B med/mean 24/23.33; C 17/14.67; paired Δ med/mean -7/-8.67 (3 pairs)
  hypothesisCombineNoResponses: B med/mean 14/15; C 10/8.67; paired Δ med/mean -4/-6.33 (3 pairs)
  hypothesisCombineResponses: B med/mean 8/8.33; C 6/6; paired Δ med/mean -2/-2.33 (3 pairs)
  hypothesisConnectFlexibleLayersAttempts: B med/mean 3/2.33; C 1/2; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisConnectFlexibleLayersCandidates: B med/mean 24/16; C 12/16; paired Δ med/mean 0/0 (3 pairs)
  hypothesisConnectFlexibleLayersNoResponses: B med/mean 3/2.33; C 1/2; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisConnectFlexibleLayersResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisConnectManipulatorShapesAttempts: B med/mean 21/21; C 12/12.67; paired Δ med/mean -9/-8.33 (3 pairs)
  hypothesisConnectManipulatorShapesCandidates: B med/mean 117/120.67; C 102/97; paired Δ med/mean -12/-23.67 (3 pairs)
  hypothesisConnectManipulatorShapesNoResponses: B med/mean 11/12.67; C 5/6.67; paired Δ med/mean -6/-6 (3 pairs)
  hypothesisConnectManipulatorShapesResponses: B med/mean 8/8.33; C 6/6; paired Δ med/mean -2/-2.33 (3 pairs)
  hypothesisDuplicateProjectPairs: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisDuplicateProjectSignatures: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExactEntityVerifiedResponseInputAttempts: B med/mean 2/1.33; C 1/1; paired Δ med/mean -1/-0.33 (3 pairs)
  hypothesisExactEntityVerifiedResponseToolAttempts: B med/mean 5/5.33; C 0/0.33; paired Δ med/mean -4/-5 (3 pairs)
  hypothesisExertAttempts: B med/mean 1/1.33; C 0/0.67; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisExertNoResponses: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisExertResponses: B med/mean 1/1; C 0/0.67; paired Δ med/mean -1/-0.33 (3 pairs)
  hypothesisExertVerifiedResponseInputAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExertVerifiedResponseToolAttempts: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisExhaustedCampaigns: B med/mean 1/2; C 1/0.67; paired Δ med/mean 0/-1.33 (3 pairs)
  hypothesisExposeAttempts: B med/mean 3/2.67; C 4/3.33; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisExposeNoResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisExposeResponses: B med/mean 3/2.67; C 4/3.33; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisFirstAttemptNoResponses: B med/mean 5/5; C 5/4; paired Δ med/mean -1/-1 (3 pairs)
  hypothesisFirstAttemptResponses: B med/mean 8/8; C 10/8; paired Δ med/mean +1/0 (3 pairs)
  hypothesisMaterialOnlyVerifiedResponseAttributionViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisMissingSourceKeys: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNonFiniteRoleScores: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisNoResponses: B med/mean 15/15.33; C 10/8.67; paired Δ med/mean -5/-6.67 (3 pairs)
  hypothesisOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisQuestionOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableKnowledgeViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisReliableNoResponseExcessAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisResponseDrivenTransitions: B med/mean 8/7.67; C 2/2; paired Δ med/mean -6/-5.67 (3 pairs)
  hypothesisResponses: B med/mean 13/12; C 11/10; paired Δ med/mean -3/-2 (3 pairs)
  hypothesisSeekLocalHeatAttempts: B med/mean 1/1.33; C 0/0.67; paired Δ med/mean -1/-0.67 (3 pairs)
  hypothesisSeekLocalHeatCandidates: B med/mean 12/16; C 0/8; paired Δ med/mean -12/-8 (3 pairs)
  hypothesisSeekLocalHeatNoResponses: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  hypothesisSeekLocalHeatResponses: B med/mean 1/1; C 0/0.67; paired Δ med/mean -1/-0.33 (3 pairs)
  hypothesisShapePortableSurfaceAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisShapePortableSurfaceCandidates: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisShapePortableSurfaceNoResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisShapePortableSurfaceResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTotalBudgetExceeds: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatAttempts: B med/mean 3/2.67; C 4/3.33; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatCandidates: B med/mean 26/21.67; C 36/29.67; paired Δ med/mean +10/+8 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatNoResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  hypothesisTransformSubjectWithObservedHeatResponses: B med/mean 3/2.67; C 4/3.33; paired Δ med/mean +1/+0.67 (3 pairs)
  hypothesisUniquePairs: B med/mean 24/22; C 16/13.33; paired Δ med/mean -8/-8.67 (3 pairs)
  hypothesisUniqueSignatures: B med/mean 24/22; C 16/13.33; paired Δ med/mean -8/-8.67 (3 pairs)
  hypothesisUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
